model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,file_name
MERCURY Mountaineer,4.6,8,Auto-L6,4WD,Gasoline,FA,SUV,6.0,13.0,19.0,15.0,3,no,08
MERCURY Sable,3.5,6,Auto-L6,4WD,Gasoline,CA,large car,9.5,17.0,24.0,19.0,5,no,08
MERCURY Sable,3.5,6,Auto-L6,2WD,Gasoline,CA,large car,9.5,18.0,28.0,22.0,6,yes,08
MERCURY Sable,3.5,6,Auto-L6,4WD,Gasoline,FA,large car,6.0,17.0,24.0,19.0,5,no,08
MERCURY Sable,3.5,6,Auto-L6,2WD,Gasoline,FA,large car,6.0,18.0,28.0,22.0,6,no,08
MINI Mini Cooper Convertible,1.6,4,Auto-AV,2WD,Gasoline,FA,small car,6.0,25.0,33.0,28.0,8,yes,08
MINI Mini Cooper Convertible,1.6,4,Man-5,2WD,Gasoline,FA,small car,6.0,26.0,35.0,29.0,8,yes,08
MINI Mini Cooper Convertible,1.6,4,Auto-AV,2WD,Gasoline,CA,small car,6.0,25.0,33.0,28.0,8,yes,08
MINI Mini Cooper Convertible,1.6,4,Man-5,2WD,Gasoline,CA,small car,6.0,26.0,35.0,29.0,8,yes,08
MINI Mini Cooper S Convertible,1.6,4,Auto-S6,2WD,Gasoline,FA,small car,6.0,22.0,31.0,26.0,8,yes,08
MINI Mini Cooper S Convertible,1.6,4,Man-6,2WD,Gasoline,FA,small car,6.0,24.0,31.0,27.0,8,yes,08
MINI Mini Cooper S Convertible,1.6,4,Auto-S6,2WD,Gasoline,CA,small car,6.0,22.0,31.0,26.0,8,yes,08
MINI Mini Cooper S Convertible,1.6,4,Man-6,2WD,Gasoline,CA,small car,6.0,24.0,31.0,27.0,8,yes,08
MITSUBISHI Eclipse,2.4,4,Auto-S4,2WD,Gasoline,CA,small car,7.0,20.0,26.0,22.0,6,yes,08
MITSUBISHI Eclipse,2.4,4,Man-5,2WD,Gasoline,CA,small car,7.0,20.0,28.0,23.0,7,yes,08
MITSUBISHI Eclipse,2.4,4,Auto-S4,2WD,Gasoline,FA,small car,6.0,20.0,26.0,22.0,6,no,08
MITSUBISHI Eclipse,2.4,4,Man-5,2WD,Gasoline,FA,small car,6.0,20.0,28.0,23.0,7,yes,08
MITSUBISHI Eclipse,3.8,6,Man-6,2WD,Gasoline,FA,small car,6.0,16.0,25.0,19.0,5,no,08
MITSUBISHI Eclipse,3.8,6,Auto-S5,2WD,Gasoline,FA,small car,6.0,17.0,25.0,20.0,6,no,08
MITSUBISHI Eclipse,3.8,6,Man-6,2WD,Gasoline,CA,small car,6.0,16.0,25.0,19.0,5,no,08
MITSUBISHI Eclipse,3.8,6,Auto-S5,2WD,Gasoline,CA,small car,6.0,17.0,25.0,20.0,6,no,08
MITSUBISHI Eclipse Spyder,2.4,4,Auto-S4,2WD,Gasoline,CA,small car,7.0,19.0,26.0,22.0,6,yes,08
MITSUBISHI Eclipse Spyder,2.4,4,Man-5,2WD,Gasoline,CA,small car,7.0,19.0,26.0,22.0,6,yes,08
MITSUBISHI Eclipse Spyder,2.4,4,Auto-S4,2WD,Gasoline,FA,small car,6.0,19.0,26.0,22.0,6,no,08
MITSUBISHI Eclipse Spyder,2.4,4,Man-5,2WD,Gasoline,FA,small car,6.0,19.0,26.0,22.0,6,no,08
MITSUBISHI Eclipse Spyder,3.8,6,Auto-S5,2WD,Gasoline,FA,small car,6.0,16.0,24.0,19.0,5,no,08
MITSUBISHI Eclipse Spyder,3.8,6,Man-6,2WD,Gasoline,FA,small car,6.0,16.0,25.0,19.0,5,no,08
MITSUBISHI Eclipse Spyder,3.8,6,Auto-S5,2WD,Gasoline,CA,small car,6.0,16.0,24.0,19.0,5,no,08
MITSUBISHI Eclipse Spyder,3.8,6,Man-6,2WD,Gasoline,CA,small car,6.0,16.0,25.0,19.0,5,no,08
MITSUBISHI Endeavor,3.8,6,Auto-S4,2WD,Gasoline,FA,SUV,6.0,15.0,22.0,18.0,5,no,08
MITSUBISHI Endeavor,3.8,6,Auto-S4,4WD,Gasoline,FA,SUV,6.0,15.0,19.0,17.0,4,no,08
MITSUBISHI Endeavor,3.8,6,Auto-S4,2WD,Gasoline,CA,SUV,6.0,15.0,22.0,18.0,5,no,08
MITSUBISHI Endeavor,3.8,6,Auto-S4,4WD,Gasoline,CA,SUV,6.0,15.0,19.0,17.0,4,no,08
MITSUBISHI Galant,2.4,4,Auto-S4,2WD,Gasoline,CA,midsize car,9.5,20.0,27.0,23.0,7,yes,08
MITSUBISHI Galant,2.4,4,Auto-S4,2WD,Gasoline,FA,midsize car,6.0,20.0,27.0,23.0,7,yes,08
MITSUBISHI Galant,3.8,6,Auto-S5,2WD,Gasoline,FA,midsize car,6.0,17.0,25.0,20.0,6,no,08
MITSUBISHI Galant,3.8,6,Auto-S5,2WD,Gasoline,CA,midsize car,6.0,17.0,25.0,20.0,6,no,08
MITSUBISHI Lancer,2.0,4,Man-5,2WD,Gasoline,CA,small car,9.5,21.0,29.0,24.0,7,yes,08
MITSUBISHI Lancer,2.0,4,Auto-AV,2WD,Gasoline,CA,small car,9.5,22.0,29.0,24.0,7,yes,08
MITSUBISHI Lancer,2.0,4,Man-5,2WD,Gasoline,FA,small car,6.0,21.0,29.0,24.0,7,yes,08
MITSUBISHI Lancer,2.0,4,Auto-AV,2WD,Gasoline,FA,small car,6.0,22.0,29.0,24.0,7,yes,08
MITSUBISHI Outlander,3.0,6,Auto-S6,2WD,Gasoline,CA,SUV,9.5,17.0,25.0,20.0,6,yes,08
MITSUBISHI Outlander,3.0,6,Auto-S6,4WD,Gasoline,CA,SUV,9.5,17.0,24.0,20.0,6,yes,08
MITSUBISHI Outlander,2.4,4,Auto-AV,2WD,Gasoline,FA,SUV,6.0,20.0,25.0,22.0,6,no,08
MITSUBISHI Outlander,2.4,4,Auto-AV,4WD,Gasoline,FA,SUV,6.0,20.0,25.0,22.0,6,no,08
MITSUBISHI Outlander,2.4,4,Auto-AV,2WD,Gasoline,CA,SUV,6.0,20.0,25.0,22.0,6,no,08
MITSUBISHI Outlander,2.4,4,Auto-AV,4WD,Gasoline,CA,SUV,6.0,20.0,25.0,22.0,6,no,08
MITSUBISHI Outlander,3.0,6,Auto-S6,2WD,Gasoline,FA,SUV,6.0,17.0,25.0,20.0,6,no,08
MITSUBISHI Outlander,3.0,6,Auto-S6,4WD,Gasoline,FA,SUV,6.0,17.0,24.0,20.0,6,no,08
MITSUBISHI Raider,3.7,6,Auto-L4,2WD,Gasoline,CA,pickup,7.0,15.0,20.0,17.0,4,no,08
MITSUBISHI Raider,3.7,6,Auto-L4,4WD,Gasoline,CA,pickup,7.0,14.0,18.0,15.0,3,no,08
MITSUBISHI Raider,4.7,8,Auto-L5,2WD,Gasoline,CA,pickup,7.0,14.0,19.0,15.0,3,no,08
MITSUBISHI Raider,4.7,8,Auto-L5,4WD,Gasoline,CA,pickup,7.0,14.0,19.0,15.0,3,no,08
MITSUBISHI Raider,3.7,6,Auto-L4,2WD,Gasoline,FA,pickup,6.0,15.0,20.0,17.0,4,no,08
MITSUBISHI Raider,3.7,6,Man-6,2WD,Gasoline,FA,pickup,6.0,16.0,20.0,18.0,5,no,08
MITSUBISHI Raider,3.7,6,Auto-L4,4WD,Gasoline,FA,pickup,6.0,14.0,18.0,15.0,3,no,08
MITSUBISHI Raider,3.7,6,Auto-L4,2WD,Gasoline,CA,pickup,6.0,15.0,20.0,17.0,4,no,08
MITSUBISHI Raider,3.7,6,Man-6,2WD,Gasoline,CA,pickup,6.0,16.0,20.0,18.0,5,no,08
MITSUBISHI Raider,3.7,6,Auto-L4,4WD,Gasoline,CA,pickup,6.0,14.0,18.0,15.0,3,no,08
NISSAN 350Z,3.5,6,Auto-S5,2WD,Gasoline,CA,small car,7.0,17.0,24.0,20.0,6,yes,08
NISSAN 350Z,3.5,6,Man-6,2WD,Gasoline,CA,small car,7.0,18.0,25.0,20.0,6,yes,08
NISSAN 350Z,3.5,6,Auto-S5,2WD,Gasoline,FA,small car,6.0,17.0,24.0,20.0,6,no,08
NISSAN 350Z,3.5,6,Man-6,2WD,Gasoline,FA,small car,6.0,18.0,25.0,20.0,6,no,08
NISSAN 350Z Roadster,3.5,6,Auto-S5,2WD,Gasoline,CA,small car,7.0,17.0,23.0,19.0,5,no,08
NISSAN 350Z Roadster,3.5,6,Man-6,2WD,Gasoline,CA,small car,7.0,17.0,24.0,20.0,6,yes,08
NISSAN 350Z Roadster,3.5,6,Auto-S5,2WD,Gasoline,FA,small car,6.0,17.0,23.0,19.0,5,no,08
NISSAN 350Z Roadster,3.5,6,Man-6,2WD,Gasoline,FA,small car,6.0,17.0,24.0,20.0,6,no,08
NISSAN Altima,2.5,4,Auto-AV,2WD,Gasoline,CA,midsize car,9.5,23.0,31.0,26.0,8,yes,08
NISSAN Altima,2.5,4,Man-6,2WD,Gasoline,CA,midsize car,9.5,23.0,32.0,26.0,8,yes,08
NISSAN Altima,2.5,4,Auto-AV,2WD,Gasoline,CA,small car,9.5,23.0,31.0,26.0,8,yes,08
NISSAN Altima,2.5,4,Man-6,2WD,Gasoline,CA,small car,9.5,23.0,32.0,26.0,8,yes,08
NISSAN Altima,3.5,6,Auto-AV,2WD,Gasoline,CA,midsize car,7.0,19.0,26.0,22.0,6,yes,08
NISSAN Altima,3.5,6,Man-6,2WD,Gasoline,CA,midsize car,7.0,19.0,27.0,22.0,6,yes,08
NISSAN Altima,3.5,6,Auto-AV,2WD,Gasoline,CA,small car,7.0,19.0,26.0,22.0,6,yes,08
NISSAN Altima,3.5,6,Man-6,2WD,Gasoline,CA,small car,7.0,19.0,27.0,22.0,6,yes,08
NISSAN Altima,2.5,4,Auto-AV,2WD,Gasoline,FA,midsize car,6.0,23.0,31.0,26.0,8,yes,08
NISSAN Altima,2.5,4,Man-6,2WD,Gasoline,FA,midsize car,6.0,23.0,32.0,26.0,8,yes,08
NISSAN Altima,2.5,4,Auto-AV,2WD,Gasoline,FA,small car,6.0,23.0,31.0,26.0,8,yes,08
NISSAN Altima,2.5,4,Man-6,2WD,Gasoline,FA,small car,6.0,23.0,32.0,26.0,8,yes,08
NISSAN Altima,2.5,4,Auto-AV,2WD,Gasoline,CA,midsize car,6.0,23.0,31.0,26.0,8,yes,08
NISSAN Altima,2.5,4,Man-6,2WD,Gasoline,CA,midsize car,6.0,23.0,32.0,26.0,8,yes,08
NISSAN Altima,2.5,4,Auto-AV,2WD,Gasoline,CA,small car,6.0,23.0,31.0,26.0,8,yes,08
NISSAN Altima,2.5,4,Man-6,2WD,Gasoline,CA,small car,6.0,23.0,32.0,26.0,8,yes,08
NISSAN Altima,3.5,6,Auto-AV,2WD,Gasoline,FA,midsize car,6.0,19.0,26.0,22.0,6,no,08
NISSAN Altima,3.5,6,Man-6,2WD,Gasoline,FA,midsize car,6.0,19.0,27.0,22.0,6,no,08
NISSAN Altima,3.5,6,Auto-AV,2WD,Gasoline,FA,small car,6.0,19.0,26.0,22.0,6,no,08
NISSAN Altima,3.5,6,Man-6,2WD,Gasoline,FA,small car,6.0,19.0,27.0,22.0,6,no,08
NISSAN Altima Hybrid,2.5,4,Auto-AV,2WD,Gasoline,CA,midsize car,9.5,35.0,33.0,34.0,9,yes,08
NISSAN Armada,5.6,8,Auto-L5,2WD,Gasoline,FA,SUV,6.0,12.0,18.0,14.0,2,no,08
NISSAN Armada,5.6,8,Auto-L5,4WD,Gasoline,FA,SUV,6.0,12.0,17.0,14.0,2,no,08
NISSAN Armada,5.6,8,Auto-L5,2WD,Gasoline,CA,SUV,6.0,12.0,18.0,14.0,2,no,08
NISSAN Armada,5.6,8,Auto-L5,4WD,Gasoline,CA,SUV,6.0,12.0,17.0,14.0,2,no,08
NISSAN Frontier,2.5,4,Auto-L5,2WD,Gasoline,CA,pickup,7.0,17.0,22.0,19.0,5,no,08
NISSAN Frontier,2.5,4,Man-5,2WD,Gasoline,CA,pickup,7.0,19.0,23.0,21.0,6,yes,08
NISSAN Frontier,4.0,6,Auto-L5,2WD,Gasoline,CA,pickup,7.0,15.0,20.0,17.0,4,no,08
NISSAN Frontier,4.0,6,Man-6,2WD,Gasoline,CA,pickup,7.0,16.0,20.0,17.0,4,no,08
NISSAN Frontier,4.0,6,Auto-L5,4WD,Gasoline,CA,pickup,7.0,14.0,19.0,16.0,4,no,08
NISSAN Frontier,4.0,6,Man-6,4WD,Gasoline,CA,pickup,7.0,15.0,19.0,17.0,4,no,08
NISSAN Frontier,2.5,4,Auto-L5,2WD,Gasoline,FA,pickup,6.0,17.0,22.0,19.0,5,no,08
NISSAN Frontier,2.5,4,Man-5,2WD,Gasoline,FA,pickup,6.0,19.0,23.0,21.0,6,no,08
NISSAN Frontier,4.0,6,Auto-L5,2WD,Gasoline,FA,pickup,6.0,15.0,20.0,17.0,4,no,08
NISSAN Frontier,4.0,6,Man-6,2WD,Gasoline,FA,pickup,6.0,16.0,20.0,17.0,4,no,08
NISSAN Frontier,4.0,6,Auto-L5,4WD,Gasoline,FA,pickup,6.0,14.0,19.0,16.0,4,no,08
NISSAN Frontier,4.0,6,Man-6,4WD,Gasoline,FA,pickup,6.0,15.0,19.0,17.0,4,no,08
NISSAN Maxima,3.5,6,Auto-AV,2WD,Gasoline,CA,midsize car,7.0,19.0,25.0,21.0,6,yes,08
NISSAN Maxima,3.5,6,Auto-AV,2WD,Gasoline,FA,midsize car,6.0,19.0,25.0,21.0,6,no,08
NISSAN Pathfinder,4.0,6,Auto-L5,2WD,Gasoline,CA,SUV,7.0,15.0,22.0,17.0,4,no,08
NISSAN Pathfinder,4.0,6,Auto-L5,4WD,Gasoline,CA,SUV,7.0,14.0,20.0,16.0,4,no,08
NISSAN Pathfinder,4.0,6,Auto-L5,2WD,Gasoline,FA,SUV,6.0,15.0,22.0,17.0,4,no,08
NISSAN Pathfinder,4.0,6,Auto-L5,4WD,Gasoline,FA,SUV,6.0,14.0,20.0,16.0,4,no,08
NISSAN Pathfinder,5.6,8,Auto-S5,2WD,Gasoline,FA,SUV,6.0,13.0,18.0,15.0,3,no,08
NISSAN Pathfinder,5.6,8,Auto-S5,4WD,Gasoline,FA,SUV,6.0,12.0,18.0,14.0,2,no,08
NISSAN Pathfinder,5.6,8,Auto-S5,2WD,Gasoline,CA,SUV,6.0,13.0,18.0,15.0,3,no,08
NISSAN Pathfinder,5.6,8,Auto-S5,4WD,Gasoline,CA,SUV,6.0,12.0,18.0,14.0,2,no,08
NISSAN Quest,3.5,6,Auto-L5,2WD,Gasoline,CA,minivan,7.0,16.0,24.0,19.0,5,no,08
NISSAN Quest,3.5,6,Auto-L5,2WD,Gasoline,FA,minivan,6.0,16.0,24.0,19.0,5,no,08
NISSAN Rogue,2.5,4,Auto-AV,2WD,Gasoline,CA,SUV,9.0,22.0,27.0,24.0,7,yes,08
NISSAN Rogue,2.5,4,Auto-AV,4WD,Gasoline,CA,SUV,9.0,21.0,26.0,23.0,7,yes,08
NISSAN Rogue,2.5,4,Auto-AV,2WD,Gasoline,FA,SUV,6.0,22.0,27.0,24.0,7,yes,08
NISSAN Rogue,2.5,4,Auto-AV,4WD,Gasoline,FA,SUV,6.0,21.0,26.0,23.0,7,yes,08
NISSAN Rogue,2.5,4,Auto-AV,2WD,Gasoline,CA,SUV,6.0,22.0,27.0,24.0,7,yes,08
NISSAN Rogue,2.5,4,Auto-AV,4WD,Gasoline,CA,SUV,6.0,21.0,26.0,23.0,7,yes,08
NISSAN Sentra,2.0,4,Man-6,2WD,Gasoline,CA,midsize car,7.0,24.0,31.0,27.0,8,yes,08
NISSAN Sentra,2.0,4,Auto-AV,2WD,Gasoline,CA,midsize car,7.0,25.0,33.0,28.0,8,yes,08
NISSAN Sentra,2.0,4,Man-6,2WD,Gasoline,FA,midsize car,6.0,24.0,31.0,27.0,8,yes,08
NISSAN Sentra,2.0,4,Auto-AV,2WD,Gasoline,FA,midsize car,6.0,25.0,33.0,28.0,8,yes,08
NISSAN Sentra,2.5,4,Man-6,2WD,Gasoline,FA,midsize car,6.0,21.0,29.0,24.0,7,yes,08
NISSAN Sentra,2.5,4,Auto-AV,2WD,Gasoline,FA,midsize car,6.0,24.0,30.0,26.0,8,yes,08
NISSAN Sentra,2.5,4,Man-6,2WD,Gasoline,CA,midsize car,6.0,21.0,29.0,24.0,7,yes,08
NISSAN Sentra,2.5,4,Auto-AV,2WD,Gasoline,CA,midsize car,6.0,24.0,30.0,26.0,8,yes,08
NISSAN Titan,5.6,8,Auto-L5,2WD,Gasoline,FA,pickup,6.0,12.0,17.0,14.0,2,no,08
NISSAN Titan,5.6,8,Auto-L5,4WD,Gasoline,FA,pickup,6.0,12.0,17.0,14.0,2,no,08
NISSAN Titan,5.6,8,Auto-L5,2WD,Gasoline,CA,pickup,6.0,12.0,17.0,14.0,2,no,08
NISSAN Titan,5.6,8,Auto-L5,4WD,Gasoline,CA,pickup,6.0,12.0,17.0,14.0,2,no,08
NISSAN Versa,1.8,4,Auto-L4,2WD,Gasoline,CA,midsize car,7.0,24.0,32.0,27.0,8,yes,08
NISSAN Versa,1.8,4,Man-6,2WD,Gasoline,CA,midsize car,7.0,26.0,31.0,28.0,8,yes,08
NISSAN Versa,1.8,4,Auto-AV,2WD,Gasoline,CA,midsize car,7.0,27.0,33.0,29.0,8,yes,08
NISSAN Versa,1.8,4,Auto-L4,2WD,Gasoline,FA,midsize car,6.0,24.0,32.0,27.0,8,yes,08
NISSAN Versa,1.8,4,Man-6,2WD,Gasoline,FA,midsize car,6.0,26.0,31.0,28.0,8,yes,08
NISSAN Versa,1.8,4,Auto-AV,2WD,Gasoline,FA,midsize car,6.0,27.0,33.0,29.0,8,yes,08
NISSAN Xterra,4.0,6,Auto-L5,2WD,Gasoline,CA,SUV,7.0,15.0,20.0,17.0,4,no,08
NISSAN Xterra,4.0,6,Man-6,2WD,Gasoline,CA,SUV,7.0,16.0,20.0,17.0,4,no,08
NISSAN Xterra,4.0,6,Auto-L5,4WD,Gasoline,CA,SUV,7.0,14.0,20.0,16.0,4,no,08
NISSAN Xterra,4.0,6,Man-6,4WD,Gasoline,CA,SUV,7.0,16.0,20.0,17.0,4,no,08
NISSAN Xterra,4.0,6,Auto-L5,2WD,Gasoline,FA,SUV,6.0,15.0,20.0,17.0,4,no,08
NISSAN Xterra,4.0,6,Man-6,2WD,Gasoline,FA,SUV,6.0,16.0,20.0,17.0,4,no,08
NISSAN Xterra,4.0,6,Auto-L5,4WD,Gasoline,FA,SUV,6.0,14.0,20.0,16.0,4,no,08
NISSAN Xterra,4.0,6,Man-6,4WD,Gasoline,FA,SUV,6.0,16.0,20.0,17.0,4,no,08
PONTIAC G5,2.2,4,Auto-L4,2WD,Gasoline,CA,small car,9.5,22.0,31.0,26.0,8,yes,08
PONTIAC G5,2.2,4,Man-5,2WD,Gasoline,CA,small car,9.5,24.0,33.0,27.0,8,yes,08
PONTIAC G5,2.2,4,Auto-L4,2WD,Gasoline,FA,small car,6.0,22.0,31.0,26.0,8,yes,08
PONTIAC G5,2.2,4,Man-5,2WD,Gasoline,FA,small car,6.0,24.0,33.0,27.0,8,yes,08
PONTIAC G5,2.2,4,Auto-L4,2WD,Gasoline,CA,small car,6.0,22.0,31.0,26.0,8,yes,08
PONTIAC G5,2.2,4,Man-5,2WD,Gasoline,CA,small car,6.0,24.0,33.0,27.0,8,yes,08
PONTIAC G5,2.4,4,Auto-L4,2WD,Gasoline,FA,small car,6.0,22.0,31.0,25.0,7,yes,08
PONTIAC G5,2.4,4,Man-5,2WD,Gasoline,FA,small car,6.0,22.0,32.0,26.0,8,yes,08
PONTIAC G5,2.4,4,Auto-L4,2WD,Gasoline,CA,small car,6.0,22.0,31.0,25.0,7,yes,08
PONTIAC G5,2.4,4,Man-5,2WD,Gasoline,CA,small car,6.0,22.0,32.0,26.0,8,yes,08
PONTIAC G6,3.5,6,Auto-S4,2WD,Gasoline,CA,small car,7.0,17.0,26.0,20.0,6,yes,08
PONTIAC G6,3.5,6,Auto-L4,2WD,Gasoline,CA,small car,7.0,18.0,29.0,22.0,6,yes,08
PONTIAC G6,2.4,4,Auto-L4,2WD,Gasoline,FA,small car,6.0,22.0,30.0,25.0,7,yes,08
PONTIAC G6,2.4,4,Auto-L4,2WD,Gasoline,CA,small car,6.0,22.0,30.0,25.0,7,yes,08
PONTIAC G6,3.5,6,Auto-S4,2WD,Gasoline,FA,small car,6.0,17.0,26.0,20.0,6,no,08
PONTIAC G6,3.5,6,Auto-L4,2WD,Gasoline,FA,small car,6.0,18.0,29.0,22.0,6,no,08
PONTIAC G6,3.5,6,Auto-S4,2WD,Gasoline,CA,small car,6.0,17.0,26.0,20.0,6,no,08
PONTIAC G6,3.6,6,Auto-S6,2WD,Gasoline,FA,small car,6.0,17.0,26.0,20.0,6,no,08
PONTIAC G6,3.6,6,Auto-S6,2WD,Gasoline,CA,small car,6.0,17.0,26.0,20.0,6,no,08
PONTIAC G6,3.9,6,Auto-S4,2WD,Gasoline,FA,small car,6.0,15.0,22.0,18.0,5,no,08
PONTIAC G6,3.9,6,Auto-S4,2WD,Gasoline,CA,small car,6.0,15.0,22.0,18.0,5,no,08
PONTIAC G8,6.0,8,Auto-S6,2WD,Gasoline,FA,large car,6.0,15.0,24.0,18.0,5,no,08
PONTIAC G8,6.0,8,Auto-S6,2WD,Gasoline,CA,large car,6.0,15.0,24.0,18.0,5,no,08
PONTIAC Grand Prix,3.8,6,Auto-L4,2WD,Gasoline,CA,midsize car,9.5,18.0,28.0,21.0,6,yes,08
PONTIAC Grand Prix,3.8,6,Auto-L4,2WD,Gasoline,FA,midsize car,6.0,18.0,28.0,21.0,6,no,08
PONTIAC Grand Prix,5.3,8,Auto-S4,2WD,Gasoline,FA,midsize car,6.0,16.0,25.0,19.0,5,no,08
PONTIAC Grand Prix,5.3,8,Auto-S4,2WD,Gasoline,CA,midsize car,6.0,16.0,25.0,19.0,5,no,08
PONTIAC Pursuit,2.2,4,Auto-L4,2WD,Gasoline,CA,small car,9.5,22.0,31.0,26.0,8,yes,08
PONTIAC Pursuit,2.2,4,Man-5,2WD,Gasoline,CA,small car,9.5,24.0,33.0,27.0,8,yes,08
PONTIAC Pursuit,2.2,4,Auto-L4,2WD,Gasoline,FA,small car,6.0,22.0,31.0,26.0,8,yes,08
PONTIAC Pursuit,2.2,4,Man-5,2WD,Gasoline,FA,small car,6.0,24.0,33.0,27.0,8,yes,08
PONTIAC Pursuit,2.2,4,Auto-L4,2WD,Gasoline,CA,small car,6.0,22.0,31.0,26.0,8,yes,08
PONTIAC Pursuit,2.2,4,Man-5,2WD,Gasoline,CA,small car,6.0,24.0,33.0,27.0,8,yes,08
PONTIAC Pursuit,2.4,4,Auto-L4,2WD,Gasoline,FA,small car,6.0,22.0,31.0,25.0,7,yes,08
PONTIAC Pursuit,2.4,4,Man-5,2WD,Gasoline,FA,small car,6.0,22.0,32.0,26.0,8,yes,08
PONTIAC Pursuit,2.4,4,Auto-L4,2WD,Gasoline,CA,small car,6.0,22.0,31.0,25.0,7,yes,08
PONTIAC Pursuit,2.4,4,Man-5,2WD,Gasoline,CA,small car,6.0,22.0,32.0,26.0,8,yes,08
PONTIAC Solstice,2.0,4,Auto-L5,2WD,Gasoline,FA,small car,6.0,19.0,26.0,21.0,6,no,08
PONTIAC Solstice,2.0,4,Man-5,2WD,Gasoline,FA,small car,6.0,19.0,28.0,22.0,6,no,08
PONTIAC Solstice,2.0,4,Auto-L5,2WD,Gasoline,CA,small car,6.0,19.0,26.0,21.0,6,no,08
PONTIAC Solstice,2.0,4,Man-5,2WD,Gasoline,CA,small car,6.0,19.0,28.0,22.0,6,no,08
PONTIAC Solstice,2.4,4,Auto-L5,2WD,Gasoline,FA,small car,6.0,19.0,24.0,21.0,6,no,08
PONTIAC Solstice,2.4,4,Man-5,2WD,Gasoline,FA,small car,6.0,19.0,25.0,21.0,6,no,08
PONTIAC Solstice,2.4,4,Auto-L5,2WD,Gasoline,CA,small car,6.0,19.0,24.0,21.0,6,no,08
PONTIAC Solstice,2.4,4,Man-5,2WD,Gasoline,CA,small car,6.0,19.0,25.0,21.0,6,no,08
PONTIAC Torrent,3.4,6,Auto-L5,2WD,Gasoline,CA,SUV,7.0,17.0,24.0,19.0,5,no,08
PONTIAC Torrent,3.4,6,Auto-L5,4WD,Gasoline,CA,SUV,7.0,17.0,24.0,19.0,5,no,08
PONTIAC Torrent,3.4,6,Auto-L5,2WD,Gasoline,FA,SUV,6.0,17.0,24.0,19.0,5,no,08
PONTIAC Torrent,3.4,6,Auto-L5,4WD,Gasoline,FA,SUV,6.0,17.0,24.0,19.0,5,no,08
PONTIAC Torrent,3.6,6,Auto-S6,2WD,Gasoline,FA,SUV,6.0,16.0,24.0,19.0,5,no,08
PONTIAC Torrent,3.6,6,Auto-S6,4WD,Gasoline,FA,SUV,6.0,16.0,24.0,19.0,5,no,08
PONTIAC Torrent,3.6,6,Auto-S6,2WD,Gasoline,CA,SUV,6.0,16.0,24.0,19.0,5,no,08
PONTIAC Torrent,3.6,6,Auto-S6,4WD,Gasoline,CA,SUV,6.0,16.0,24.0,19.0,5,no,08
PONTIAC Vibe,1.8,4,Auto-L4,2WD,Gasoline,CA,station wagon,7.0,25.0,31.0,27.0,8,yes,08
PONTIAC Vibe,1.8,4,Man-5,2WD,Gasoline,CA,station wagon,7.0,26.0,33.0,29.0,8,yes,08
PONTIAC Vibe,1.8,4,Auto-L4,2WD,Gasoline,FA,station wagon,6.0,25.0,31.0,27.0,8,yes,08
PONTIAC Vibe,1.8,4,Man-5,2WD,Gasoline,FA,station wagon,6.0,26.0,33.0,29.0,8,yes,08
PORSCHE 911 GT2,3.6,6,Man-6,2WD,Gasoline,FA,small car,6.0,16.0,23.0,19.0,5,no,08
PORSCHE 911 GT2,3.6,6,Man-6,2WD,Gasoline,CA,small car,6.0,16.0,23.0,19.0,5,no,08
PORSCHE 911 GT3,3.6,6,Man-6,2WD,Gasoline,FA,small car,6.0,15.0,22.0,18.0,5,no,08
PORSCHE 911 GT3,3.6,6,Man-6,2WD,Gasoline,CA,small car,6.0,15.0,22.0,18.0,5,no,08
PORSCHE 911 GT3 RS,3.6,6,Man-6,2WD,Gasoline,FA,small car,6.0,15.0,22.0,18.0,5,no,08
PORSCHE 911 GT3 RS,3.6,6,Man-6,2WD,Gasoline,CA,small car,6.0,15.0,22.0,18.0,5,no,08
PORSCHE 911 Turbo,3.6,6,Auto-L5,4WD,Gasoline,FA,small car,6.0,15.0,23.0,18.0,5,no,08
PORSCHE 911 Turbo,3.6,6,Man-6,4WD,Gasoline,FA,small car,6.0,16.0,23.0,18.0,5,no,08
PORSCHE 911 Turbo,3.6,6,Auto-L5,4WD,Gasoline,CA,small car,6.0,15.0,23.0,18.0,5,no,08
PORSCHE 911 Turbo,3.6,6,Man-6,4WD,Gasoline,CA,small car,6.0,16.0,23.0,18.0,5,no,08
PORSCHE 911 Turbo Cabriolet,3.6,6,Auto-L5,4WD,Gasoline,FA,small car,6.0,15.0,23.0,18.0,5,no,08
PORSCHE 911 Turbo Cabriolet,3.6,6,Man-6,4WD,Gasoline,FA,small car,6.0,15.0,24.0,18.0,5,no,08
PORSCHE 911 Turbo Cabriolet,3.6,6,Auto-L5,4WD,Gasoline,CA,small car,6.0,15.0,23.0,18.0,5,no,08
PORSCHE 911 Turbo Cabriolet,3.6,6,Man-6,4WD,Gasoline,CA,small car,6.0,15.0,24.0,18.0,5,no,08
PORSCHE Boxster,2.7,6,Auto-L5,2WD,Gasoline,CA,small car,7.0,19.0,26.0,21.0,6,yes,08
PORSCHE Boxster,2.7,6,Man-6,2WD,Gasoline,CA,small car,7.0,19.0,28.0,22.0,6,yes,08
